GasDay,KWhFromBiogas,KWhToDenmark,KWhFromNorthSea,KWhToOrFromStorage,KWhToOrFromGermany,KWhToSweden
2018-08-03,6004965,-32037632,141013152,-69881422,-32310008,-13124328
2018-08-02,5860907,-34158101,133647664,-68516393,-19751231,-14846340
2018-08-01,5600241,-36703555,130985146,-51069885,-38186688,-13510116
2018-07-31,5667672,-30613697,118044611,-56850902,-24535290,-13681332
2018-07-30,5762838,-33076661,102004508,-47897661,-12547344,-14052432
2018-07-29,5892067,-23774263,116460794,-53920088,-13795102,-13703988
2018-07-28,5790635,-21931691,120872642,-78974111,-15859008,-12982404
2018-07-27,5454135,-28856316,130492126,-68811851,-30059112,-13801068
2018-07-26,5778974,-28640483,131891989,-69645670,-22745804,-13895352
2018-07-25,6021222,-30541141,134551127,-68090212,-28169832,-15235188
2018-07-24,5813930,-32055292,135392370,-71050923,-24947256,-13477920
2018-07-23,6101724,-36475197,128357476,-69039645,-19166808,-14328385
2018-07-22,6082291,-24910977,133334866,-73838425,-24839638,-14280564
2018-07-21,6263879,-24664619,134122588,-73623169,-24799855,-13764816
2018-07-20,6399195,-33231285,138457864,-39986404,-65669984,-12832728
2018-07-19,6298187,-35238498,147551426,-83342455,-31983696,-12756612
2018-07-18,6280296,-32796846,145656319,-55317564,-48385936,-13240188
2018-07-17,6062383,-33442909,136243942,-72378416,-24144112,-13771056
2018-07-16,5960463,-33742020,130863571,-64994334,-38817096,-14327304
2018-07-15,6188124,-26231064,130039059,-65847911,-40358864,-13848504
2018-07-14,6322808,-26878366,137558854,-67801991,-39257814,-13955568
2018-07-13,6274929,-33201381,71187810,-23211352,-7675088,-13926096
2018-07-12,6028970,-35781010,110936850,-50986501,-7264404,-14694048
2018-07-11,6058049,-38239401,109179696,-51351931,-5892132,-14888520
2018-07-10,5879084,-39580432,127012000,-55692527,-23971464,-15862704
2018-07-09,5873910,-39111311,129163624,-48530359,-23395176,-15328872
2018-07-08,5684251,-27726442,124032000,-57687176,-28284223,-13991448
2018-07-07,5807142,-27827733,127136332,-60711438,-28229640,-12479040
2018-07-06,5994161,-36143782,127763594,-63270800,-16751088,-15686736
2018-07-05,6108614,-41510812,126962458,-57327848,-19801848,-15185076
2018-07-04,5826939,-39533473,128971849,-42422294,-22582584,-14551848
2018-07-03,6067525,-41534944,126222993,-43897759,-26412344,-14952684
2018-07-02,6038140,-40763870,126367200,-69566419,-38441028,-16184728
2018-07-01,6065932,-29153684,129411497,-55181937,-25779448,-14659284
2018-06-30,6246926,-25918771,122863042,-56600608,-12703896,-15005412
2018-06-29,6105966,-33673465,118123225,-19863097,-31481574,-14951472
2018-06-28,5657440,-40403197,109851112,-45167342,-16450218,-14957892
2018-06-27,5708910,-37631913,124019718,-80418600,-15649886,-19101156
2018-06-26,5571046,-44901422,126267312,-44964682,-30250392,-15279159
2018-06-25,5669316,-43113447,126248283,-60210037,-16476214,-15280620
2018-06-24,5486622,-34626577,126055361,-59595625,-20548252,-14762496
2018-06-23,5785804,-34729832,118442326,-71105162,-24420170,-12994044
2018-06-22,5724853,-41896005,119945555,-52157756,-16660173,-16757797
2018-06-21,5622093,-48618349,120928172,-45964617,-13206075,-17901180
2018-06-20,5470643,-45116615,107059375,-29136120,-13189773,-16049772
2018-06-19,5463736,-45361958,108396772,-66121677,-13184380,-18926724
2018-06-18,5584191,-47022854,111779008,-47329804,-13199454,-15375984
2018-06-17,5662564,-33074186,107214090,-54771113,-13196216,-14647769
2018-06-16,5738437,-30312612,135447796,-59219976,-13192488,-15531336
2018-06-15,5570378,-41752673,113842478,-45287280,-13189846,-15886764
2018-06-14,5622184,-42146471,98592000,-27187699,-17234468,-15529308
2018-06-13,5516545,-44971616,112872000,-45690117,-13190824,-16481904
2018-06-12,5426213,-45579751,87797730,-26525832,-13199688,-14606256
2018-06-11,5255025,-45026851,107422384,-35792356,-10556636,-15056832
2018-06-10,5374940,-31131816,100373851,-66432287,-13185720,-14267616
2018-06-09,5312218,-28426780,103734236,-67534333,-13141722,-14122248
2018-06-08,5320789,-37216697,87726775,-20629692,-12623121,-17276100
2018-06-07,5382269,-39606625,97308639,-30899022,-13201152,-13499616
2018-06-06,5269118,-43655072,101425002,-26784879,-12676929,-18971844
2018-06-05,5162088,-39959019,102067156,-37684012,-16389770,-20218020
2018-06-04,5230660,-40204548,104951050,-43828649,-13183392,-16165800
2018-06-03,5482778,-29258339,101415706,-48733807,-13158832,-16182900
2018-06-02,5404081,-26923984,100826821,-51491021,-13150302,-14070480
2018-06-01,5373085,-36053051,111992408,-33734363,-22380580,-14470404
2018-05-31,5391842,-41095638,111470065,-50483495,-17970534,-16717632
2018-05-30,5207805,-44285917,86191042,-10458379,-27898176,-15613812
2018-05-29,5272878,-42115442,111078052,-26511878,-16905983,-18741132
2018-05-28,5691453,-43253837,114357127,-38470384,-32100228,-14283828
2018-05-27,5661021,-31409555,104168460,-43709488,-23455576,-15365164
2018-05-26,5612585,-29833519,109420539,-38874079,-32049349,-14256300
2018-05-25,5653783,-38607235,117273223,-41051863,-16930858,-16914504
2018-05-24,5823768,-45201916,118339346,-40951695,-15615624,-19010988
2018-05-23,5600002,-45451740,114452355,-43839871,-15605046,-13214280
2018-05-22,5502387,-48540559,111496000,-30899186,-15621024,-20087724
2018-05-21,5548142,-36593611,118848000,-39787802,-20183568,-18659004
2018-05-20,5627862,-33506813,107054002,-33043011,-23660075,-16320480
2018-05-19,5724962,-36393477,106848000,-33133890,-23787912,-15338604
2018-05-18,5613537,-48484585,93271802,-8153655,-15630855,-17118156
2018-05-17,5802088,-45830992,67551482,-6158333,-15618876,-16199400
2018-05-16,5622074,-44358957,106045111,-25778269,-22818456,-16344024
2018-05-15,5673995,-47561818,100648253,-21336543,-14057568,-18331860
2018-05-14,5577097,-47973431,106001256,-24835196,-23447484,-17241656
2018-05-13,5500817,-35832511,113533367,-46306041,-26567024,-12953676
2018-05-12,5502798,-35227934,97226885,-35814863,-29073228,-13106568
2018-05-11,5561846,-44907153,111538247,-42530036,-32767752,-14484426
2018-05-10,5467439,-36094603,116639837,-43248244,-19174806,-17228664
2018-05-09,5496692,-44425858,118153656,-43444560,-16393488,-17763168
2018-05-08,5447045,-47850753,116471553,-37384349,-16399150,-18781872
2018-05-07,5224461,-52508651,106108696,-27991676,-16410124,-17301396
2018-05-06,5272560,-42207457,104209528,-29473561,-16402248,-18355992
2018-05-05,5350993,-43574095,100607073,-29807749,-16404258,-17142300
2018-05-04,5606279,-69468279,109849430,-3099741,-16398948,-20735592
2018-05-03,5599184,-74547486,107778839,-1525191,-18129002,-20854993
2018-05-02,5503595,-73265562,106992309,2719480,-11220288,-16841784
2018-05-01,5356805,-75099056,109425241,-16538820,-17691048,-16903104
2018-04-30,5284756,-64773957,109615748,-10574284,-23366052,-17254464
2018-04-29,5421974,-57061425,109720000,-17311517,-22427659,-17466520
2018-04-28,5571615,-56922929,108570159,-16729074,-22533046,-16806580
2018-04-27,5530556,-58087088,109949503,-19599198,-14010480,-22957428
2018-04-26,5583120,-70369302,111587289,3003344,-11978224,-21089256
2018-04-25,5505808,-71977320,108120144,-8659876,-13047498,-21791868
2018-04-24,5546454,-63611903,106758114,-16457762,-9780576,-20436312
2018-04-23,5426183,-60831001,110620227,-47177292,-14019128,-17889912
2018-04-22,5396221,-48353435,101902000,-28178823,-3824792,-16502688
2018-04-21,5403982,-43873041,63040178,-5195716,-10778048,-15710700
2018-04-20,5278912,-50567185,109056348,-18021858,-30974764,-21040728
2018-04-19,5089760,-53410566,130221408,-35205143,-25537736,-20861340
2018-04-18,5078000,-64119078,113084857,-17267428,-13178096,-19995672
2018-04-17,4921818,-75881949,88200000,15771697,-8124164,-18590316
2018-04-16,4998081,-81459951,73700000,24547199,-7628009,-20345168
2018-04-15,5260720,-73785804,74600000,10699226,-9698016,-18942828
2018-04-14,5327696,-65649269,72000000,-445523,-9676208,-18900936
2018-04-13,5237323,-77205209,76800000,25432502,-13930705,-21024336
2018-04-12,5312361,-79157843,78600000,32616099,-14023560,-22595544
2018-04-11,5440336,-85667068,80000000,48332345,-11732928,-25125668
2018-04-10,5187255,-81706096,89500000,18488717,-12872976,-18904896
2018-04-09,5249604,-77655606,92600000,1267160,-2978232,-19497144
2018-04-08,5266359,-64004496,70956004,-1426847,-6511826,-21714480
2018-04-07,5330135,-69149581,103941516,-6683632,-8822172,-22750836
2018-04-06,5102442,-88797083,131875300,-9901686,-19209456,-22875651
2018-04-05,4733263,-99256392,134787788,-20949232,1649952,-26337000
2018-04-04,4835721,-87806573,121758039,14163890,-3910840,-20932268
2018-04-03,4892875,-112024222,120248780,11882891,-3165072,-22771128
2018-04-02,4865279,-100220842,111120569,16038234,-4640432,-32736336
2018-04-01,4994092,-108995117,112059647,25716818,-7612598,-30807303
2018-03-31,5196021,-107795896,115397799,-6364632,15868312,-30497928
2018-03-30,5241555,-109194553,120344536,19593754,14046140,-36878997
2018-03-29,5187523,-131604812,117869344,38793696,12127716,-36058943
2018-03-28,5216559,-133758361,117844202,35799518,10854068,-38874224
2018-03-27,5208345,-131086546,118623721,39628653,-3672677,-34129352
2018-03-26,5151237,-118266556,124363663,25371084,15701501,-29084556
2018-03-25,5102961,-101728653,118446945,-13389062,7908356,-27807192
2018-03-24,5029802,-107062736,119046057,2561970,11695883,-26241724
2018-03-23,5168650,-131200256,125231016,23229017,3323677,-28547640
2018-03-22,5318687,-142105793,125207016,37681482,3361950,-29009280
2018-03-21,5280976,-132711385,123829052,24625192,-30624,-25592784
2018-03-20,5157536,-129816192,124074311,46481180,1959833,-35805956
2018-03-19,5405885,-145204319,124052029,38422059,18669809,-36467532
2018-03-18,5477769,-124024357,123771436,14422596,27644352,-43121664
2018-03-17,5400721,-145724848,123705016,20523556,39094953,-50097612
2018-03-16,5330811,-158290987,122988404,3796442,64648328,-48437004
2018-03-15,5391984,-141510198,124112989,7291488,53885502,-45953278
2018-03-14,5179814,-130435660,119373704,16263931,23560712,-40443508
2018-03-13,5212932,-131165797,124738582,-9736862,56283043,-35780776
2018-03-12,5172188,-133638590,129202659,7605914,29982966,-28654530
2018-03-11,5428526,-127631287,125835428,13602344,30720482,-34657864
2018-03-10,5511323,-139724585,113966172,27364889,19274853,-31395782
2018-03-09,5319115,-151290321,114460027,49036734,16829936,-40651824
2018-03-08,5057553,-152942532,93600000,65148575,28224280,-40713245
2018-03-07,5056111,-163062149,78336690,61762686,41908608,-37099488
2018-03-06,5172155,-149234348,64800000,41018791,62738432,-37025816
2018-03-05,4976216,-163228112,62800000,62568885,66648080,-39998280
2018-03-04,5388004,-149544561,62300000,74828744,45725553,-42420008
2018-03-03,5401104,-153122211,62400000,94953144,28649813,-43252584
2018-03-02,5262767,-179610890,56381414,159017006,47021564,-58335156
2018-03-01,5140312,-195630428,74057646,174959998,22179207,-68465000
2018-02-28,5017119,-207043264,79554160,194399995,5124732,-63601296
2018-02-27,5032663,-203004820,90267270,200161611,-37365995,-59300210
2018-02-26,4994720,-184744864,96223706,194399997,-62655896,-57172472
2018-02-25,5432077,-160910570,106744222,151014927,-62695184,-47003548
2018-02-24,5675761,-136021400,106229376,114999800,-43204456,-48460208
2018-02-23,5640650,-145154060,99190506,117516873,-26439544,-40850484
2018-02-22,5408204,-147613546,94777684,103464502,-8797545,-47202700
2018-02-21,5354216,-141054561,101035832,77772693,3441696,-49275216
2018-02-20,5332070,-139107546,98909732,104384323,-21115286,-39852180
2018-02-19,5225964,-136778170,108237333,79169094,-21938920,-40676828
2018-02-18,5548297,-117054217,103854375,52406067,-21931368,-28457348
2018-02-17,5572885,-116346101,99632775,69203361,-21826296,-35501712
2018-02-16,5328666,-134071040,104351747,101136314,-21887338,-43749089
2018-02-15,5316929,-150802387,99276990,109298073,-21426454,-45254568
2018-02-14,5314088,-148194263,103853640,106012463,-16330700,-46901832
2018-02-13,5224397,-155161052,103713652,106609840,-21939204,-42108016
2018-02-12,5099836,-144053568,101142070,87611624,-21935762,-42196036
2018-02-11,5302711,-125943306,107809853,86047345,-21937464,-39081348
2018-02-10,5346982,-146309827,108331009,86866786,-21912656,-38846904
2018-02-09,5311711,-160999814,105657438,100192376,-19796062,-41222100
2018-02-08,5352839,-166765078,120075281,99335045,1347926,-49903024
2018-02-07,5266874,-179168729,109905978,141354280,-21039208,-51799100
2018-02-06,5258645,-183211948,112167535,150957016,-20410735,-56534106
2018-02-05,5252265,-182533281,115348008,146392547,-21406536,-57938600
2018-02-04,5461890,-157090429,110671128,108673296,-21402984,-48392324
2018-02-03,5566503,-147739770,103120702,105098304,-18169210,-44274517
2018-02-02,5545686,-140892847,96378601,89822696,-21469355,-43328256
2018-02-01,5411157,-132841224,122141127,65112257,-21425880,-35996412
2018-01-31,5097224,-127965955,110391413,97740447,-52223772,-36422101
2018-01-30,4938622,-126217275,112169809,85199744,-46430328,-31429956
2018-01-29,5365400,-119353171,113450016,78187837,-53498304,-30834120
2018-01-28,5430737,-99135943,110769108,49726272,-41749715,-30115600
2018-01-27,5492258,-109761501,113106957,73188729,-41839619,-29607647
2018-01-26,5428633,-133695869,113464242,98591220,-43413748,-34109564
2018-01-25,5232793,-125616725,108201800,94802153,-45134520,-35779148
2018-01-24,5121236,-120499531,130557621,56703643,-51355171,-32494428
2018-01-23,5161632,-155318365,117419048,122220363,-37890658,-41223600
2018-01-22,5275043,-174273799,119381340,149270892,-55070926,-44065594
2018-01-21,5505450,-143700739,111252295,108770231,-54865975,-41112720
2018-01-20,5404614,-136632257,124898056,108731283,-52802106,-41553972
2018-01-19,5290593,-147684022,134919752,112662052,-54929544,-44055156
2018-01-18,5130623,-144602201,130665168,99570612,-51318264,-39689912
2018-01-17,5196915,-144670805,139900686,99634026,-54887028,-45530688
2018-01-16,5172385,-137476066,92687682,143166343,-47926125,-45648096
2018-01-15,5115452,-145814725,130173381,109804387,-54946519,-42756192
2018-01-14,5317643,-141032740,130746375,94062086,-48331444,-39964524
2018-01-13,5398579,-133556616,125944996,87001247,-49546752,-37510476
2018-01-12,5316236,-143273509,120507196,114088635,-53914946,-39965092
2018-01-11,5395791,-145882643,126587973,107980463,-54935712,-44184588
2018-01-10,5329065,-146981288,115139999,105921145,-54405864,-38463520
2018-01-09,5216228,-139339083,128231635,102477934,-54891672,-39793512
2018-01-08,5283423,-156547348,115784595,147882041,-54923525,-41682864
2018-01-07,5259250,-144608791,129324625,98140196,-55074126,-36983676
2018-01-06,5254590,-131861823,124123287,94643042,-55109112,-37459860
2018-01-05,5137672,-131314142,130361821,79175332,-54876636,-34722356
2018-01-04,5048628,-127492428,120777203,88149278,-51632688,-34631160
2018-01-03,4896038,-115753970,129314280,79043949,-55129728,-35691612
2018-01-02,4902770,-116497732,119280582,73436873,-52471156,-31976208
2018-01-01,5212893,-89467488,118298568,63738103,-65816892,-24690352
2017-12-31,5156736,-91846175,117898802,13957427,-28774128,-24749304
2017-12-30,5344487,-105095063,119530661,35907457,-27065200,-23249628
2017-12-29,5235023,-117927993,116722090,30829744,-14363656,-26214624
2017-12-28,5094122,-110132366,116519314,28482544,-6051200,-28656504
2017-12-27,5186333,-115937353,122249777,30531943,-16033816,-30252964
2017-12-26,4938361,-90983025,126087734,3896227,-12138888,-25105024
2017-12-25,5316909,-73401342,122251107,-51716099,-5096304,-21605364
2017-12-24,5404549,-69323480,121622991,-37906190,-3305936,-19151416
2017-12-23,5431414,-74923623,120937709,-17171880,-8664168,-19698916
2017-12-22,5384786,-107889935,123578224,17128655,-2972976,-26377764
2017-12-21,5428792,-116677201,115465400,34004645,-2972928,-31342620
2017-12-20,5229081,-118874047,114963868,42098000,-4940976,-31047588
2017-12-19,5263162,-140830176,114370985,67501527,-2973072,-43195932
2017-12-18,5312434,-142217081,125135064,55230890,-4965216,-40484396
2017-12-17,5629143,-121218365,122252633,35878618,-2972328,-40175616
2017-12-16,5661915,-114036569,117631352,29187642,-2798384,-42549384
2017-12-15,5526839,-128612975,119196715,56115583,-2973648,-50460624
2017-12-14,5502020,-123980407,129440135,58027497,-11369208,-43690540
2017-12-13,5509554,-121257700,129801824,72347031,-32282656,-44980992
2017-12-12,5458712,-137638135,128626318,88412976,-44018268,-51173336
2017-12-11,5310256,-144310175,111259665,125730095,-32828320,-51134244
2017-12-10,5526639,-108495037,33972759,122675595,-17187168,-37984940
2017-12-09,5599954,-98391965,10898582,113834754,-14357616,-26497687
2017-12-08,5541905,-101324088,55007212,70037532,-8483568,-35284272
2017-12-07,5300680,-96505680,114781138,20158226,-11522088,-29344080
2017-12-06,5299353,-95279424,121672293,6348799,-13464390,-23506380
2017-12-05,5455344,-97663981,118742247,2525874,-8994360,-22524028
2017-12-04,5461349,-115726838,124367326,26275931,-2881512,-42627748
2017-12-03,5533590,-94413523,119179920,7123135,-9416208,-29851608
2017-12-02,5576076,-101784503,120161448,17183477,-9624168,-27272556
2017-12-01,5295735,-125969587,129863920,43017396,-10018960,-39000708
2017-11-30,5461185,-134115912,135423040,35597666,-7106208,-44337772
2017-11-29,5219703,-132067953,132813981,50245346,-10515674,-40617124
2017-11-28,5028946,-113169608,136717632,29930159,-19407180,-30493768
2017-11-27,5202589,-111397221,144495202,17628601,-19913064,-30663660
2017-11-26,5281233,-96058752,133385761,7062473,-21614072,-28431684
2017-11-25,5219905,-99956421,137374488,25752319,-22514968,-29576724
2017-11-24,5246037,-112419669,136792776,13065857,-19018568,-24549996
2017-11-23,5113841,-90700729,131156200,-13916789,-27227978,-27771564
2017-11-22,4600883,-99381724,141200654,1576324,-7476184,-43255420
2017-11-21,4730938,-131620158,148033367,39670690,-10454656,-48032676
2017-11-20,4912400,-133595732,144528000,71400453,-34057800,-48191828
2017-11-19,5125793,-100116814,136548224,19068818,-25496640,-36076500
2017-11-18,5291034,-86521657,137643368,-17206817,-18297128,-28923280
